Title,Review,Rating,Translation,,Age,Disability,Emotional,Gender,Language,Location,Socioeconomic,Privacy,Miscellaneous,,Bug Report,Feature Request,User Experience,Other
"Kein Name, keine Standortfreigabe",Ich musste weder meinen Namen angeben noch die Standortfreigabe f√ºr die Nutzung dieser App freigeben. Auch taucht die App mit weniger als 1% Batterieverbrauch in der Batterieapp auf. Wirklich sehr zu empfehlen!,5,No name  no location approval I neither had to enter my name nor approve the location approval for the use of this app. The app also appears in the battery app with less than 1% battery consumption. Really highly recommended!,,,,,,,,,1,,,,,1,
L√§uft nur auf neuen Telefonen,Leider L√§uft die App nicht auf IOS 12.4.7 und das Handy meiner Gro√ümutter kann keine neuere Version draufhaben ‚òπÔ∏è,2,Only runs on new phones. Unfortunately  the app doesn't run on IOS 12.4.7 and my grandmother's phone can't have a newer version ‚òπÔ∏è,,,,,,,,1,,,,,,1,
Bonne implementation,"Le d√©veloppement de cette application aurait pu √™tre une catastrophe, mais nous nous en sortons √©tonnamment bien! Le respect de la vie priv√©e est impl√©ment√©e de fa√ßon cons√©quente et le code se base sur le code open source du projet DP-3T. De plus, l‚Äôusage de l‚Äôapplication est intuitif.",5,Good implementation The development of this application could have been a disaster  but we are doing surprisingly well! Respect for privacy is implemented consistently and the code is based on the open source code of the DP-3T project. In addition  the use of the application is intuitive.,,,,,,,,,1,,,,,,1
Student BC no,"Hi, for local students without IC yet, it cannot update particulars using their birth certificate no. Please assist to look into it.",3,Student BC no Hi  for local students without IC yet  it cannot update particulars using their birth certificate no. Please assist to look into it.,,1,,,,,,,,,,1,,,
Kolay ve hafif,Telefonu fazla yormadan yapması gerekeni sizin veri güvenli_inizi de ön planda tutarak gerçekle_tiren bir uygulama. Kullanıp kullanmamak size kalmı_ fakat çevrenizde vaka çıktı_ı zaman hızlıca bildiri alabilece_iniz ba_ka bir çözüm yok henüz.,5,Easy and light An application that performs what it needs to do without too much strain on the phone  keeping your data security at the forefront. Whether you use it or not is up to you  but there is no other solution that you can quickly get notifications when there are cases around you.,,,,,,,,,1,,,,,,1
Students how to login..,"Erm students (pri,Sec) how to log in? We no NRIC...",1,Students how to login.. Erm students (pri Sec) how to log in? We no NRIC...,,1,,,,,,,,,,,,1,
Lower iOS requirement,"Hi, since iOS users cannot keep this application in the background, can lower the iOS requirement so I can use my old ipad to run this app. For consideration please",1,Lower iOS requirement Hi  since iOS users cannot keep this application in the background  can lower the iOS requirement so I can use my old ipad to run this app. For consideration please,,,,,,,,1,,,,,1,,
UK option,Not available outside Singapore. COVID19 is a worldwide problem and this app could help reduce spread once lockdown is lifted.,1,UK option Not available outside Singapore. COVID19 is a worldwide problem and this app could help reduce spread once lockdown is lifted.,,,,,,,1,,,,,,,,1
__________,__________,5,Finally on the store in China  finally on the store in China,,,,,,,1,,,,,,,,1
Illustration sticky hiding information,"This app have been improving a lot. However, something about the UI may have been overlooked. There is actually no need to sticky the illustration as it provides no information. Especially for older folks whose UI most likely to zoom or enlarged fonts or smaller screen phones, the illustration actually takes up 70% of the screen leaving only 30% to scroll to do check ins and outs. Please look into it.",3,Illustration sticky hiding information This app have been improving a lot. However  something about the UI may have been overlooked. There is actually no need to sticky the illustration as it provides no information. Especially for older folks whose UI most likely to zoom or enlarged fonts or smaller screen phones  the illustration actually takes up 70% of the screen leaving only 30% to scroll to do check ins and outs. Please look into it.,,1,,,,,,,,,,,,1,
Privacy,"The help section does not explicitly explain if location information is collected for IOS devices. While contact tracing is important, so is one’s privacy. Not comfortable if my location data is collected &amp; stored. Even if locally and only uploaded if close contact with positive cases is confirmed.",1,Privacy The help section does not explicitly explain if location information is collected for IOS devices. While contact tracing is important  so is one’s privacy. Not comfortable if my location data is collected &amp; stored. Even if locally and only uploaded if close contact with positive cases is confirmed.,,,,,,,,,1,,,,,,1
Any Setting Guide in Multilingual,"Is there any guide with Illustrations for User to Register, because some FW might not understand or able to read English.",1,Any Setting Guide in Multilingual Is there any guide with Illustrations for User to Register  because some FW might not understand or able to read English.,,,,,,1,,,,,,,1,,
Location Services,So it appears that this app doesn’t require users’ permission to share their location because it uses bluetooth instead. I cannot trust this app and neither should anybody else.,1,Location Services So it appears that this app doesn’t require users’ permission to share their location because it uses bluetooth instead. I cannot trust this app and neither should anybody else.,,,,,,,,,1,,,,,,1
Singapore only,It automatically puts +65 and you cannot change it so therefore this will only work in Singapore,1,Singapore only It automatically puts +65 and you cannot change it so therefore this will only work in Singapore,,,,,,,1,,,,,,,,1
08xxx,__ ______ _____ _________ ______.,1,08xxx Not all of us have Bulgarian numbers.,,,,,,,1,,,,,,,1,
____ _____________ _____,"__ ____ _______ __________ __ ___________, __ __ _________ ____ _ _ ____ _ ______ ____________ __ ________, ____ _____ _ __ ____ _________, __ __ _____ _____ __ _______",1," only supposed benefit Does not give any information to the user, does not inform him if he is in an area with a high concentration of patients, no map and drains my battery to send location data ",,,,,,,,,1,,,,,1,
____________ ____,"__ ____ __ ______ _____ __ ______________ __ ____.
____ ____ __ _ _____ ___________ ______ __ _________ __ _____ ____.",3," Additional persons I cannot enter data for my minor children.
In general, the part for introducing another person is not well developed. ",,1,,,,,,,,,,,1,,
____ _____________ _____,"__ ____ _______ __________ __ ___________, __ __ _________ ____ _ _ ____ _ ______ ____________ __ ________, ____ _____ _ __ ____ _________, __ __ _____ _____ __ _______",1," only supposed benefit Does not give any information to the user, does not inform him if he is in an area with a high concentration of patients, no map and drains my battery to send location data ",,,,,,,,,1,,,,,1,
___,"__ _________ ____________ __ ____ __ __ ________ ___ _________ __ ___, _____ __ ___ _________, ______ _______ __ ______ ______ __ __________ _______/__________.",1," PIN Unfortunately, the application cannot be used without filling in the PIN, which I would not do due to the lack of high protection of government sites / applications. ",,,,,,,,,1,,,,,1,
_________,__ ___ ____ __________ _ _____ _________. ____ ______ __ ____. __ __ _______ __ _______ _____ __ _______ _ __ __ _________ __ ______________ __ _________ _____ __ ___. ____ __ __ _______ _________ _ _____,1," SIMPLICITY For me, this application is complete simplicity. There is no logic from it. Not to mention that personal data is collected and not to remind the government of leaked data from the NRA. I will not share the LOCATION and point ",,,,,,,,,1,,,,,1,
This app fakes statistics,It steals your data and then it puts you in the national registry as a sick person in order for the Bulgarian government to pretend Bulgaria is affected badly.,1,This app fakes statistics It steals your data and then it puts you in the national registry as a sick person in order for the Bulgarian government to pretend Bulgaria is affected badly.,,,,,,,,,1,,,,,,1
слабо приложение,"направено единственно с цел да събира данни, и нищо общо с това за което го презентираха",1," a weak application made solely for the purpose of collecting data, and nothing to do with what it was presented for ",,,,,,,,,1,,,,,,1
*****,"Нека не се филмираме излишно,тези институции имат вашите данни,просто се събира здравен статус,за да може да се добави и картина на по-късен етап(но преди това трябва да се събере информация от повече хора).Приложението е много полезно!Нека подходим отговорно и адекватно!",5," ***** Let's not film unnecessarily, these institutions have your data, just collect health status so that a picture can be added at a later stage (but before that you need to gather information from more people). The application is very useful! Let's approach responsibly and adequately! ",,,,,,,,,1,,,,,,1
SMS не идва,"SMS така и не дойде. С портнат номер съм, но това не би трябвало да е проблем. Освен това защо ми искат мобилен номер задължително - не им ли стига, че ми събират един куп други лични данни.",1," SMS does not come SMS never came. I have a port number, but that shouldn't be a problem. Besides, why do they necessarily want my mobile number - isn't it enough for them to collect a bunch of other personal data from me. ",,,,,,,,,1,,,1,,,
